mu1,mu2,mu3
-0.161223,-0.016478,7.121065
-1.423705,1.846777,26.142216
1.900718,10.175958,4.437458
0.744077,-1.750009,4.922012
-0.895134,1.424133,1.221924
4.193468,6.471149,-3.590523
-0.167046,3.720079,2.095642
-1.092517,7.622759,-3.669548
-0.976535,3.516471,7.325820
0.371284,4.766713,3.587984
-0.233647,5.881123,6.813116
4.023084,-0.057665,14.982220
0.762845,0.983101,3.079612
-1.762466,7.452395,-2.073985
-1.861962,5.017553,-7.606260
1.025322,1.543041,14.665666
3.036141,-2.364285,26.848481
3.384319,13.690528,1.337077
0.868949,2.875841,-2.018935
8.959657,2.644642,26.715432
0.733079,11.416418,-4.363528
-2.280750,2.148985,2.434439
-0.937426,13.334265,2.880817
1.179843,4.093637,3.872409
0.475550,0.012042,5.930971
1.490021,5.780725,-0.327285
4.021654,3.312993,8.344818
-1.523349,8.249183,8.438704
3.010645,-1.902286,13.359570
2.793043,3.102437,18.945890
5.158035,4.171080,-12.153081
-0.473018,1.014242,24.517764
-1.048899,-2.090129,1.717361
4.593564,4.203907,-8.746972
-1.442015,8.556804,18.595612
4.838680,-1.888412,8.586118
4.404070,9.731375,-6.429296
-0.608919,-0.683463,1.886877
2.101669,8.421126,10.581534
1.877074,7.381231,3.578586
0.248788,3.222406,-2.161197
0.912330,-0.376604,23.364232
2.377876,1.725217,-7.969866
1.967170,-3.036345,7.491928
3.492789,10.651037,10.063117
-0.909511,4.028214,-2.287129
5.266245,-4.867345,19.210311
-1.682841,-0.376776,2.006908
-0.197313,2.346508,14.873780
1.677661,8.024788,-1.332754
2.094767,3.951674,-1.258256
-0.800576,3.231578,-10.154236
-0.349201,9.239550,-7.929814
-0.656772,1.233804,13.737028
3.430922,7.611673,15.093052
-1.343148,2.849522,7.540126
2.739373,-0.642473,17.451852
2.617651,-3.156053,19.743201
-0.325385,-3.720695,8.541884
3.465991,1.102386,7.219176
0.163938,5.619669,-4.711049
3.564870,-3.005764,10.910087
0.029045,10.256017,3.123298
2.565871,-1.692800,17.995094
-1.391866,10.364023,-3.026627
4.056862,3.635963,6.003781
2.139373,11.591315,-14.646069
-2.114733,3.032206,16.419243
2.173929,-3.675730,-5.501770
2.958447,2.380828,2.284571
-0.698690,3.155265,5.359845
0.496932,-1.227708,16.229989
1.975865,-0.916144,19.489794
2.330743,1.107841,8.988097
-3.154507,0.897977,-7.712401
1.925361,-0.603346,13.202856
-3.190577,6.532703,-0.597622
0.697586,6.403369,10.830444
3.568598,15.342588,-8.417970
1.521531,4.288622,-6.926850
-1.060241,4.565850,1.992657
3.255655,7.116759,11.921614
2.300773,-2.296167,6.005235
3.249756,-3.071464,-13.486591
1.139996,6.906449,4.290500
3.210151,1.686142,10.818848
-1.234158,-0.180453,8.263797
2.447588,-6.586752,9.795685
4.463357,2.455750,-2.268446
-0.615895,-3.508783,13.626378
0.435938,4.117304,-17.491829
4.157039,2.827496,16.830008
1.751104,2.198653,14.588150
-1.847108,-3.455539,3.617465
1.461103,1.495543,5.067893
-1.565459,8.065990,4.373912
0.243439,-3.516670,5.455862
0.292294,2.301886,3.947835
-0.864374,9.184452,2.283389
2.924772,2.289076,14.083822
3.377011,1.506443,-6.479927
1.501831,3.884088,1.119721
1.310825,4.519280,-21.183102
-1.768052,4.518080,-6.539129
3.184940,-2.727007,7.386044
-2.046901,6.432890,-5.174495
1.746794,1.577836,7.651303
-3.572141,5.690677,8.513497
-1.122228,7.077793,7.783964
0.957433,3.558659,-6.517971
4.327912,7.630987,4.651471
-2.691100,5.727528,-6.999467
-3.584879,10.964825,-2.720435
-1.774334,1.369611,3.568557
2.296749,1.654758,-9.422203
-1.846281,8.838086,1.690259
0.899127,-2.852458,9.150859
1.744360,7.332894,-2.077071
3.242151,9.011857,9.911029
0.636234,4.980522,1.710883
4.102090,1.634240,-4.462757
-0.420895,4.684615,10.550257
2.944613,-1.130269,9.454802
1.138959,4.243439,-10.749868
-3.179025,4.055846,1.563842
1.649310,10.719355,-0.110040
2.846663,4.290735,-8.135237
-1.035580,1.835704,-0.813863
-0.251955,2.545576,5.646908
-0.610940,7.095008,17.766280
-0.045907,9.584589,1.329641
-1.269805,9.336825,-2.016962
-2.802602,0.007732,17.348447
1.381522,1.740920,2.234370
1.010127,0.257565,2.173927
-0.980336,3.656811,5.405882
-0.754934,1.339800,-7.762774
-2.093525,4.332493,-1.089610
-0.212247,6.775143,-1.183423
2.359871,-3.286345,-3.318228
4.599603,2.918240,-13.730612
2.145952,3.939947,8.026618
-0.227907,4.806211,-3.721447
1.598834,0.016340,4.872990
-0.016705,-3.124699,3.059374
2.747877,-0.461034,4.138203
-1.337296,5.942680,-0.342356
3.293646,12.469619,-2.801285
-0.796235,6.432946,-1.878557
4.923019,1.259770,-1.535963
-0.931409,1.612788,1.695476
0.680406,9.567066,3.900614
4.615362,-1.186403,10.649185
0.630630,1.549324,3.828061
-3.590150,6.851082,-5.155409
-0.361572,4.845727,21.981440
1.215222,5.051654,2.752955
0.431682,-5.558005,0.822281
-4.045842,3.779867,-7.222943
-0.047119,8.914529,-3.890081
0.982997,10.101270,-11.968431
-0.890429,2.434266,-3.552295
0.259542,7.331343,12.370803
6.242307,0.266951,-0.150259
1.039840,2.428339,5.956529
4.221367,4.852597,-9.478838
-0.456469,-0.275375,-8.467698
5.077558,0.166126,12.215644
1.698842,-0.555573,0.198290
1.202858,-3.149585,3.150456
-4.330286,3.175408,-17.812078
0.353639,4.687805,-16.200554
5.486200,2.819598,3.809094
-3.042927,6.727080,0.370616
1.929255,-5.247714,-0.717847
4.602946,0.413539,0.984205
0.324743,8.785514,14.108304
-2.051816,-4.453659,25.583383
-0.141316,-4.559152,17.516382
-1.200893,10.769606,7.147681
-2.966884,0.790744,27.452588
-0.277202,2.799205,9.638544
-0.437671,5.562598,3.327370
-0.217277,-1.080597,16.120020
4.675939,-2.231649,25.035305
3.008664,-2.824990,6.928788
-1.047234,4.601284,-13.397983
-0.293348,1.809742,4.495234
1.784049,0.920261,8.456084
6.176690,5.605388,6.485374
1.044051,7.175496,-2.774749
5.586654,-2.403869,-2.271922
0.638223,-4.443108,5.877797
0.020016,2.249733,-4.011371
-4.177018,-1.510804,1.504838
2.205113,0.208267,1.823119
-0.538975,0.085502,8.225952
1.530849,8.093208,-5.531115
1.991896,5.404694,-0.340409
-1.023865,0.294902,11.361752
5.726185,5.603964,9.797028
-0.135806,5.538319,11.170592
4.900448,6.150528,-10.254446
-0.320847,-0.352689,6.754098
-2.035908,10.878114,3.969060
-1.804954,1.676247,4.304817
-0.613227,0.570275,14.222339
-1.408577,1.062582,3.192988
0.581478,3.427121,8.261985
2.138941,5.960174,3.032811
-0.254881,5.410426,-6.615606
1.883620,5.016304,3.053668
-0.222374,2.533141,4.108505
-2.427826,4.984928,13.957421
7.462408,4.083780,-3.884598
-1.271400,2.031694,4.292970
1.307956,6.442493,-3.757074
-1.168754,3.738270,-0.777545
-0.713257,4.792628,-3.456823
-2.822289,6.619578,10.598969
3.329046,-2.401698,3.555954
6.654092,8.932733,16.738434
-2.218377,0.347382,17.606872
-2.684006,8.020541,7.210032
3.108539,7.339670,-3.042030
0.789370,9.875944,-4.114798
-0.016978,11.344228,-3.560137
4.563478,-0.904590,18.446606
0.073581,2.995624,-3.328787
1.656676,2.943930,-1.420694
0.531681,3.787277,-1.515093
4.506461,4.893544,1.797949
3.159149,-1.472983,7.552811
-0.560624,-3.127263,12.481339
1.801594,-1.320222,7.538781
2.335672,-0.273053,-8.216711
2.184105,0.752694,6.338211
6.285247,-6.255828,18.650347
2.538657,2.025906,10.414843
0.663456,1.043235,7.703966
0.436533,4.267179,13.820664
-2.886916,10.279604,2.491531
-0.621956,6.227362,-0.242152
-2.147686,8.607949,5.832619
-0.464814,0.695628,13.572234
-0.697057,3.183933,1.739160
-1.165358,0.544321,-2.227800
3.366422,5.034114,7.149352
3.517470,-1.051228,20.963774
0.228448,-3.003584,-9.253072
-0.062105,1.103509,-1.453140
4.558590,3.094063,8.397520
2.079035,-2.895339,-0.446307
2.681298,1.893579,1.414209
-0.315645,9.057443,-7.879616
5.747310,0.969362,-2.312749
0.288040,3.501956,10.656117
1.922736,10.146481,-0.028034
2.023327,6.567444,6.316463
0.337817,-2.590029,3.089405
1.060212,-3.991865,3.320636
-0.140226,7.309108,-3.831812
-0.247830,6.275778,9.505565
2.311802,-0.053001,9.054978
2.177544,7.112362,-0.051470
-1.377390,6.722808,-7.714038
1.785666,-7.973493,26.083620
1.880714,-3.373188,8.599538
-1.739903,1.321671,8.283768
2.963680,1.747573,4.619060
2.742740,5.106205,1.383591
2.077004,1.243421,1.118557
2.586710,1.275683,5.797419
-3.478973,-3.337111,9.413476
0.203995,-0.858071,12.064725
-2.172344,6.838300,-2.550817
1.289316,13.347393,9.458207
1.531948,9.560922,-4.501969
1.477728,10.393727,-5.247221
-1.581705,-4.659424,6.371507
1.832174,2.098702,0.629723
4.244610,-0.784073,15.238922
1.044764,-0.091358,-1.215619
-2.062555,0.699321,28.151960
-1.895398,0.678774,5.499688
0.429675,11.152142,-11.620677
0.305845,6.675829,9.872292
-2.795724,0.697533,19.444419
1.921909,3.300588,3.414474
0.563808,6.854301,-3.466316
6.811796,-0.544621,25.818384
-0.074658,5.837995,6.161353
0.279119,0.201039,5.202131
-0.583920,-1.717135,8.684699
-1.889141,6.412818,-0.646660
-0.985632,1.144024,-2.869003
1.787492,-5.122418,20.524580
-2.217072,0.235428,10.010169
-2.488257,11.899876,-3.297080
4.627434,1.791754,0.672856
1.651534,1.240625,-13.577894
-0.468452,6.556155,1.210504
4.413925,10.665484,16.992033
6.192447,3.214552,2.964872
1.962162,4.655051,-2.425291
2.115168,4.778244,4.287505
2.816085,2.652336,15.049310
1.933059,-1.498434,8.555685
3.625471,-8.672443,15.306403
2.351837,1.515995,1.705207
2.257970,-3.264951,2.351227
5.501490,3.864161,-1.777591
3.314754,4.157660,7.374778
1.526198,-4.420628,14.042793
-0.998697,1.333809,3.555825
1.611931,3.613320,-4.995914
4.175331,1.837598,0.579199
1.733569,5.190272,6.302494
2.578693,8.478759,14.838685
-2.570660,6.220278,4.056404
-0.795363,9.521519,-5.489185
-0.594765,-4.522604,12.649444
8.327435,0.835786,0.265201
0.536163,-1.104176,2.609625
-1.505107,10.662271,2.780700
-0.341007,1.031675,-5.741850
0.021505,0.641272,-1.203199
4.403075,-1.404628,16.449947
0.630517,2.546566,14.992182
0.754948,1.798243,1.337565
0.392942,6.299871,-19.095156
1.720165,1.548364,12.104597
-0.480338,9.062281,18.585734
0.257143,1.028220,3.082677
2.114805,14.384601,-1.235245
0.093279,2.940782,-0.174708
1.010101,-1.013801,6.549494
-0.567173,4.556867,3.612182
6.698502,0.175655,5.768614
2.217317,14.378547,-2.510442
-1.636809,11.100011,3.002769
1.679807,4.094198,1.017103
6.424265,-1.640777,9.870744
-0.415425,-5.114217,16.312365
-0.760230,2.027345,-7.011856
1.683867,3.790987,1.746703
4.647708,-2.632098,-2.939619
0.912374,1.578403,-1.425316
0.637580,-1.659988,1.585671
0.293295,-3.524374,-2.660059
-0.610187,3.910001,18.122355
-0.236839,11.678729,0.652213
2.346580,0.247947,15.383788
1.151928,9.577613,-0.867915
0.673045,8.430767,-1.993697
0.952507,-2.979934,-0.445606
-2.259577,1.945695,0.411156
-4.046300,-7.226778,24.489193
0.061538,3.889381,10.378761
2.929172,0.101392,8.416976
0.075552,-0.618329,-0.817340
-1.714883,-1.575786,1.567576
-0.630074,12.141720,8.685255
3.967918,1.008789,-3.052508
0.373134,-4.337585,20.015880
-0.988876,1.879835,0.153923
1.640815,-6.152084,12.001103
-1.010852,0.516125,0.559047
-0.557178,-0.545543,-0.807251
5.724442,2.304781,-1.057531
5.069614,-1.414025,2.802346
0.535599,10.940436,3.777174
-2.161554,7.044698,1.224790
-2.327484,11.209342,5.012974
-0.952664,2.416475,13.967484
6.331103,3.372675,-3.367134
-3.606899,2.892625,14.277963
-0.378648,4.235451,-4.504510
-0.713434,12.328161,-7.876292
0.959737,2.292961,-8.103045
-0.314947,3.133441,17.894405
3.423116,4.467458,-7.842930
-1.208566,10.221771,9.972818
0.592495,1.511064,25.699535
-2.498890,7.615976,-6.637045
9.604915,2.977922,-1.124926
2.080458,-0.068898,-1.210658
3.735228,3.242318,10.914651
2.232954,4.093840,0.894100
1.136693,12.182654,-21.693000
-1.819161,7.591625,1.703698
0.948476,6.418238,3.091848
-3.489061,6.996841,-0.346603
-0.655783,6.989860,10.248878
-0.110123,-0.934705,18.439222
-2.135228,0.026404,-4.087042
0.890071,13.681602,8.362956
-1.139494,1.671907,0.766661
0.507402,4.366034,6.469666
4.828507,3.137712,4.830497
0.670226,-3.110723,7.176943
1.293049,5.722484,-12.974361
6.584678,1.403166,7.325897
2.270447,1.161552,8.038147
1.236216,3.373355,-5.925052
-0.496698,2.254373,-0.029439
0.474400,0.502438,5.176342
-0.162700,11.847015,-2.101880
-2.179198,6.722340,-6.612823
4.774383,2.432420,0.405819
-1.876140,3.817058,4.096014
3.235655,-0.327315,11.916319
2.054219,2.918025,4.154467
3.310369,4.732755,-5.057620
3.231478,-1.134856,-2.325565
-2.021661,1.304434,-3.701677
1.648364,7.050284,-10.927042
4.468626,5.391365,-9.770648
2.677595,-4.582293,11.657421
6.312072,-4.420916,10.110164
3.066657,5.541034,-4.678269
4.798621,-3.728583,8.274445
3.155688,7.312207,-10.619774
-2.830647,3.927352,15.900228
2.741107,3.706094,7.781785
-4.570239,1.832759,36.728399
-0.810720,-1.418640,-4.159614
-0.685195,4.928872,-12.931284
0.272665,8.193971,-7.311400
6.491972,-0.165937,9.993000
2.100792,5.441123,-19.228679
2.684776,7.353105,-9.777887
-2.304839,-0.583828,9.339305
2.421323,0.108744,7.150985
2.288188,-2.273524,5.705554
-0.658654,-2.431931,10.047218
0.594443,2.681630,3.075374
1.855080,-2.709788,8.567884
1.031720,0.796478,10.658056
-1.607035,11.245690,7.351649
1.301654,-2.099601,15.422876
1.988245,1.221585,-6.823502
3.949903,0.965578,7.632322
2.920433,7.307063,22.963842
2.900677,-5.172739,5.463592
0.808265,4.110998,-3.062184
-3.997447,2.402458,29.141218
-0.287048,-8.198717,51.146413
0.242070,2.918116,-7.595208
2.283373,-1.892588,9.038987
3.200508,-4.654195,12.044611
-0.881012,-3.291807,-3.089168
-0.782684,8.169326,-6.257694
-0.320695,-2.530194,-5.008484
0.115317,-1.868227,2.410008
1.760476,-7.363714,23.276228
1.380210,-2.725664,12.137744
-0.665127,1.777761,-1.792384
2.100955,-1.140918,-5.917631
-0.099514,11.714901,-5.039933
0.103512,-0.510816,-6.369859
-0.316814,-0.598565,1.801898
-0.798336,5.460974,9.030133
1.603742,2.921779,14.401046
2.771279,0.629774,-8.003778
0.272102,5.944989,3.532939
-3.298830,8.808838,-9.820615
1.118299,0.688820,3.944301
2.348043,2.267797,15.932736
-0.343170,7.733112,24.678166
4.190622,-0.786577,12.831648
1.708211,-4.106397,1.052927
3.552010,2.983890,10.621336
-2.856260,-1.737449,21.297283
2.079807,5.510569,7.689971
1.858471,2.330063,-6.721517
-0.479507,1.326830,-0.240922
1.214281,1.719759,11.700912
3.115005,2.958951,7.932487
0.188551,5.079374,25.911012
3.802550,1.438301,24.678726
1.264832,-3.241247,2.064079
2.725885,1.519117,7.902350
3.168108,6.624882,-11.960457
2.986467,9.133546,15.424741
3.918777,-3.980873,6.579101
-2.521185,5.940133,4.618092
0.562967,-0.062208,16.521460
2.790491,-0.491525,9.877983
2.813473,7.239377,-4.864253
2.530795,-0.905839,5.593348
6.047839,3.669560,-3.388968
-3.424906,6.921683,11.176835
1.263221,7.934848,8.846235
-0.316702,3.941994,-0.512187
3.077125,3.582366,8.470673
3.740894,-0.626027,-6.515871
-3.502169,0.158267,-4.702859
4.460192,13.989572,2.183527
4.173575,-4.037095,9.029393
7.143316,3.989348,-11.365039
3.326608,-4.129440,9.516560
-0.491911,4.201733,16.092629
2.286679,-2.185522,-4.619325
-1.414217,7.448557,6.229879
0.332793,9.226661,2.726966
1.608107,-3.161767,9.143991
4.581833,-3.268810,1.464965
2.164106,-3.962380,-1.069855
2.382905,3.524972,11.018264
1.759783,-0.062714,6.641818
1.769274,8.241161,3.776936
2.675645,6.302249,-2.090556
3.432190,1.095579,4.816028
3.542857,-2.264920,18.372946
3.305939,3.213219,-3.927723
1.442903,9.780635,-14.002396
1.662601,-1.429186,4.516616
1.278454,4.058002,1.172175
-1.077822,6.159490,0.004211
1.380017,-0.793139,4.593524
0.362117,-0.695715,13.413082
0.106061,3.615119,10.981518
-0.248326,4.103112,16.077782
-1.359026,6.492199,0.624308
0.918374,7.742496,0.621296
-0.151149,9.543479,1.031366
5.546731,6.220638,-2.399647
0.050863,5.931876,-1.238905
-3.112376,2.388788,1.611532
0.578461,9.205308,-4.604764
4.802835,2.779020,3.193596
4.749118,9.701120,2.046424
3.145530,0.778032,-3.564460
4.114197,-7.075067,27.687943
6.927886,9.095891,9.169046
-1.377599,8.764085,-4.007900
4.507560,-1.482128,-7.549112
2.394403,0.219806,8.286564
-0.292805,8.364563,-18.630013
1.439540,5.278875,17.317485
-1.454959,0.616040,27.313146
1.144076,1.375644,15.954086
0.412208,5.982789,-8.887098
0.810483,2.917833,3.945228
-0.663432,-0.959667,6.716287
-2.076720,11.753538,10.835799
-2.709409,4.423521,5.615557
3.658595,4.690191,0.434703
3.505645,-0.311251,5.186020
1.650131,-1.027361,24.176848
-0.927562,3.101154,11.865392
-1.198724,4.231908,-0.589990
3.418494,5.143892,14.041902
0.707096,-4.840647,5.125008
0.135220,-2.162111,18.128441
0.441454,-1.540422,12.063933
0.990267,3.032441,3.855090
1.749480,3.274419,9.961251
-3.063605,-3.721925,1.349268
3.111810,3.427146,-3.045675
-0.349568,1.171523,9.573816
3.187370,4.073410,12.829278
1.403323,0.610834,0.295814
-1.681584,-7.274927,21.495398
0.112341,4.221392,-8.401131
1.301635,1.481852,19.814120
-1.364661,12.562144,-2.653430
4.279573,5.350194,8.693403
2.523763,0.109643,15.795871
0.979762,0.870107,4.497255
-1.125828,3.922545,5.682031
1.088798,0.624933,18.749237
4.659918,1.882647,23.149508
1.464355,2.005550,7.888075
-1.101246,-2.097965,14.673073
-0.579466,8.260684,14.969983
-0.373410,9.683158,-2.847342
-0.632309,-0.168465,20.084744
1.868838,-1.117172,2.131604
-1.549572,-0.927515,14.860628
-3.633608,0.761134,24.760443
-5.870316,6.622301,15.550514
0.675333,0.997814,-8.695806
4.720201,-1.747977,27.876677
-6.322360,4.595380,12.293432
-1.470394,-0.280327,5.725314
0.618112,-0.065667,-0.789611
3.397699,-2.542665,19.130038
0.323678,-0.643914,0.876747
-1.805434,-0.379335,9.536899
2.238032,0.796202,-4.493467
4.607978,3.947363,5.021474
-0.488933,2.260221,2.746658
0.139580,1.353817,11.290150
-4.093599,7.504326,9.901517
0.592513,3.370566,19.960460
-0.979317,15.248904,-3.562703
-1.400727,-0.139375,-3.500708
1.525725,-1.021922,-2.355985
1.911778,3.780515,-15.565192
-1.357897,10.219097,14.147359
2.339036,-0.211819,4.117024
1.644055,2.933191,7.809736
-1.908343,1.989292,0.896722
0.962811,-1.914631,15.668622
-1.539530,-3.437391,7.608411
0.646662,-1.778389,3.025807
1.749871,-3.657031,14.126236
0.621994,7.047417,2.964550
1.754944,9.980839,15.275546
-2.108830,7.712085,9.083684
1.218133,3.443369,-8.597100
2.348951,5.388462,0.287596
4.201442,4.590374,20.907117
-2.114195,4.526136,-8.020372
0.733172,2.418454,1.185053
-1.772938,3.156508,8.395823
3.953449,4.405789,23.813771
2.087008,0.302692,10.620144
0.166534,-0.260081,-0.279982
2.271786,7.556713,-1.851196
-0.717411,4.572730,10.802278
2.753412,9.098036,1.071930
-0.550637,-0.201568,3.215625
-1.926795,-0.461821,22.393600
0.727313,-0.324647,-6.769527
0.811984,9.183974,23.968046
-2.164783,0.837952,3.001065
1.538858,0.195016,12.892645
2.555913,1.901342,6.821496
0.786791,0.291277,-4.919835
1.897491,-3.736376,8.568396
2.610442,4.473403,-3.236364
0.577839,-3.360149,15.271013
2.822901,9.356115,-10.412354
1.464463,-0.385500,-4.280012
-1.055757,4.549949,-1.479105
6.440496,-2.654985,8.086833
-0.997376,-6.883947,4.777082
-0.117942,-2.275416,-4.486656
3.937474,5.875935,13.506932
4.708671,2.422889,20.864420
-0.876850,-6.453895,2.505987
0.169813,0.275504,-8.881035
2.729830,4.510022,10.789910
3.310072,0.550691,12.722188
6.053469,-2.302411,18.292369
9.545617,-0.787668,-5.851925
1.232531,1.567808,-5.267848
2.736311,6.832828,-7.040470
2.413763,-1.936014,7.622013
0.711237,2.275546,7.777345
0.231382,7.364251,13.898241
2.034751,-1.256951,2.378054
2.082615,10.106957,12.567172
1.275055,10.833916,0.062675
0.994889,11.179360,-0.897141
2.202448,2.377584,18.782413
2.577207,4.694933,16.495184
1.643909,3.405429,-4.549186
1.415867,1.765237,5.906942
3.861028,-1.166214,-5.076586
-3.458268,7.457605,6.810067
2.903276,2.683313,-2.122870
0.740887,-2.197672,34.091375
2.158013,-0.297236,4.002592
-1.554830,1.100757,6.015598
0.067463,3.885353,14.494919
3.621601,-5.199893,4.910480
1.289448,5.032079,-2.321494
1.818625,8.691782,6.741210
1.175740,-1.809176,5.553249
-0.470765,2.742812,6.906964
1.367167,-3.592399,-1.251172
4.456432,-0.259114,15.714579
-0.165466,0.801955,13.882575
-0.687895,12.875346,12.022746
2.317250,9.743696,-7.512885
-1.614490,7.923961,15.301511
-0.428660,1.726083,-0.007904
2.605926,4.636283,8.041989
7.763679,2.476628,-15.219329
3.882034,-3.182493,3.174326
-0.953341,-4.715554,5.755669
0.983208,1.494271,9.435708
5.359264,6.288006,-13.927641
6.582441,-0.638273,-10.128366
3.263581,6.377637,-6.922807
3.766085,-1.075980,26.738857
3.723165,8.762554,10.377931
1.269429,-0.875320,7.506120
-2.814472,4.682038,16.450392
0.181633,-0.494997,3.408682
2.376431,5.280508,-7.861112
0.290713,-0.638348,17.131250
3.604536,3.676835,1.598830
1.691452,1.987700,19.670507
-2.830035,-1.846874,-8.491354
1.030734,3.842859,-4.657337
0.306566,6.952628,11.644951
0.379269,1.028342,-3.125219
6.775556,-0.053939,23.843713
1.478820,-0.720562,1.730023
-0.036743,8.690749,-10.326479
2.746091,-4.822413,13.448754
-0.604916,-0.039673,9.419545
0.944771,2.571967,8.341019
-0.140501,1.490837,0.048477
1.917994,-5.696050,6.901319
0.018172,3.561100,0.836494
4.956416,9.198876,-7.943235
0.521932,-1.052338,8.394534
0.402924,4.004330,11.269125
-1.625766,2.820511,3.849051
-0.284164,5.633003,-12.685399
2.434608,-0.909401,8.167559
5.121742,3.506516,-3.083543
2.932163,-6.638876,11.217795
-2.319542,3.137050,1.590697
-2.736774,3.012318,1.632338
2.734813,0.371620,5.891222
0.778406,0.753917,12.682957
1.492830,0.151647,0.663800
0.325583,-7.190278,-7.406849
-1.610132,3.716128,5.804137
1.612471,4.141832,5.009843
2.304740,1.434987,18.629341
-1.674236,-0.140757,4.820295
0.653263,-0.146847,14.435424
2.381383,-0.826654,0.323316
-0.876384,7.114436,2.394205
2.242183,-3.002126,24.955401
2.312121,4.044987,-9.244555
-0.160140,3.015077,8.717391
1.389404,3.716864,-4.747918
0.289222,-1.444944,17.862269
4.435564,4.840190,8.389675
-0.689714,-0.235017,6.859061
-1.312234,4.221768,-2.200965
0.322668,-0.352644,-5.991085
1.371562,12.171074,5.468786
0.513613,0.732872,11.206394
0.736748,1.243244,15.594419
-2.480809,0.790034,7.962136
1.335494,6.445763,1.870923
2.246766,-3.823958,-1.119058
5.547828,-0.428961,0.733703
-2.079169,2.788096,10.826669
-1.571908,6.488299,0.065765
4.622202,0.438509,13.733996
-1.089121,3.609494,6.891933
-0.069363,-2.354702,28.133855
6.844760,-0.123509,1.331724
-0.286715,3.586961,10.523760
7.179388,3.393742,-0.958171
1.535491,3.036902,19.845056
-0.397165,7.728519,-0.072091
4.010624,0.083714,-0.699007
-1.758412,9.620771,9.790114
-1.897010,7.506098,-0.339084
-0.311099,3.718441,0.709775
1.572875,3.567745,10.851021
3.416682,1.577663,11.227218
0.732487,9.881208,-12.148191
0.712880,0.015689,21.328173
-0.245571,-2.530698,-4.848032
3.615109,4.042933,16.889636
-0.088703,1.517647,-10.691624
0.010472,3.691980,0.169156
4.770383,2.255687,-15.273762
-3.039324,-0.432804,5.141070
2.612708,-2.160253,34.282771
4.819408,1.590684,-4.770470
2.128298,6.281555,4.134764
-2.717902,15.138968,2.647546
-0.657287,8.313909,15.570095
2.368921,10.128690,8.217482
0.300683,0.492503,12.100431
3.977442,2.476207,0.928582
-0.232382,0.346764,6.339160
-2.741328,0.834504,-2.866384
-0.644023,-2.520684,11.209546
3.223702,8.120214,-12.424327
6.197316,-3.649620,21.583110
-1.916385,-1.028318,9.856414
-1.890961,16.588092,2.840866
0.203829,8.192887,6.914519
9.897594,4.854614,-4.450731
-1.869132,-0.130342,5.903195
0.738872,8.137864,-1.801567
-0.628669,6.095898,9.979664
2.091299,-2.918349,26.782812
3.565323,9.655442,9.344478
-4.368823,16.478746,-13.796518
1.511397,0.982617,-6.895827
2.928883,0.515629,0.222192
-3.246069,0.189515,10.237956
4.494700,2.824090,-2.183886
0.165002,9.045559,-8.356179
0.866906,1.408298,-0.375095
1.443201,-0.102933,-9.152187
1.332879,0.466345,5.484747
0.359574,3.027450,-4.796963
5.534618,0.697791,-8.030612
2.900792,-1.409042,3.869215
-1.426352,4.222745,-2.734767
0.798632,3.034406,-4.810223
3.073699,2.585405,-10.528181
6.613907,4.497141,9.005671
3.451447,2.667298,-4.747589
-2.418331,4.467609,-5.362313
-1.427762,-1.588314,5.971696
2.217279,-1.963926,-4.397418
5.607544,-1.851340,-12.360561
0.451205,9.788269,2.772651
-0.010573,6.214280,4.794850
4.071626,1.188907,8.720295
-0.034861,-6.276566,11.272481
2.872195,2.126589,10.017014
1.340816,4.789386,-11.388136
3.384532,2.253567,4.154888
0.346895,4.476339,-3.510059
2.251030,1.667393,8.320354
-0.400003,3.572004,-1.234723
3.467770,3.005836,2.356307
-0.938372,8.109181,9.280917
0.265227,5.665161,-11.097805
1.198518,-2.028089,-12.302394
2.482456,7.923081,10.171769
0.956596,13.972157,4.689368
1.676534,1.912418,14.162441
5.338187,0.812597,-2.307183
-0.477497,5.783670,-8.794156
3.759782,1.238946,-3.091414
3.616167,-0.514660,7.875504
-4.239016,9.910275,17.632411
0.119704,-0.742441,8.798497
1.262692,0.044232,-10.888670
-1.555875,4.448104,-13.070433
0.040186,7.102293,7.734177
5.663322,-3.836833,10.650639
2.729619,-6.811189,16.397977
0.601320,-9.783814,13.064290
0.886960,4.385689,8.993913
3.767202,4.749821,-17.041085
5.589718,-1.904025,8.075516
2.218962,0.281894,18.786492
2.514359,2.307230,2.587062
0.006757,-0.021543,0.167953
5.295858,2.878074,1.036336
-2.373947,5.067826,5.559169
-0.615795,-1.211212,25.594841
1.415816,1.994740,5.817385
0.517871,2.032378,13.520349
1.697754,0.865366,-7.030348
4.300349,0.591169,26.521489
1.029655,-0.221054,6.401299
1.367935,3.694533,-13.374624
-1.111383,6.623943,11.820208
-0.514959,0.329710,9.662814
-0.705462,4.007427,3.393370
-1.444971,4.789506,3.814575
3.225574,4.855928,-5.020783
5.301056,-4.700527,19.099805
0.944408,6.212304,1.205821
-1.285281,1.736508,10.777173
3.379818,-4.918121,4.502313
2.758499,4.935785,0.452400
-0.548593,4.092665,12.204897
2.417867,-1.170228,-3.113660
1.669100,4.187595,-6.332464
-0.259220,-2.960383,-3.353364
0.579915,-0.473652,1.865021
1.321557,-2.769506,8.282172
1.097781,5.471790,11.490409
