mu1,mu2,mu3
-0.793072,2.053888,-5.358928
5.504845,-0.288404,5.702758
1.620958,4.881464,7.167443
0.776999,5.237925,9.149261
7.055186,1.143671,1.593616
3.176136,2.606373,2.964548
-0.586915,5.136322,2.476462
1.369537,4.652454,-8.167866
7.868373,2.386168,-7.786694
-1.639206,2.926859,11.806091
1.891828,-0.153956,-2.724721
0.564004,9.195956,3.370862
-0.070650,0.711330,4.873479
0.871294,-0.661376,2.188029
-0.645406,7.004508,-2.585300
3.162938,-0.946430,29.009471
-0.405749,7.515764,-3.436004
0.480948,7.973242,0.584944
0.779203,2.368566,-11.128172
1.937601,2.943839,-0.101328
3.332372,0.685502,14.020310
-2.855486,3.317812,1.742961
0.194656,5.678861,12.614151
0.693588,3.151459,17.154342
-2.404885,-1.095179,8.072835
-1.315340,-0.806332,20.790355
2.913436,4.059441,-3.100470
0.938088,7.517424,-9.161398
4.326250,0.538354,9.693269
0.502891,1.705187,17.977588
1.806509,-3.613227,29.019130
2.166571,1.504150,-4.862871
3.591046,2.112945,-9.752251
0.809384,3.965198,32.947152
2.201831,-2.039036,8.828773
-2.030537,2.363118,15.676947
0.409841,1.320700,21.037292
2.083296,4.182113,4.723147
-0.206953,2.928866,11.825872
-2.020231,0.910435,13.921823
0.205537,2.415922,1.146409
1.829873,1.690914,19.611752
4.793803,-4.399260,9.187929
0.271901,5.381776,-2.252003
2.840835,-1.110222,9.832356
5.019253,6.469015,13.642342
0.408374,11.258705,-0.992423
0.311513,0.560111,0.451053
0.647431,0.565785,12.902486
7.668386,2.252365,7.744242
3.702515,-5.878745,4.658457
1.802014,-0.247182,6.137256
3.093370,5.677483,-2.013337
4.339311,2.652298,-2.768734
-1.637256,11.783443,8.137078
-3.170714,5.239384,18.510959
-0.507861,1.530225,0.920267
1.825405,7.597788,22.201840
3.553816,-1.041074,4.641970
-1.169294,19.877254,-11.465015
4.834137,0.802096,20.264431
1.486388,-0.191526,21.970220
3.063591,12.235685,-2.368004
2.068826,1.312818,-9.801320
3.086300,-5.039517,16.507332
-3.247351,7.774613,4.776346
3.112278,11.275911,1.962078
1.794858,3.332930,13.879292
-0.672633,-0.871377,12.582090
5.594198,-2.904803,-3.385676
4.113374,2.907566,17.742772
-1.724343,0.896136,15.059675
2.090932,4.721059,-2.745544
-2.606319,5.879557,-9.816354
-0.313713,2.018500,6.745362
2.099626,8.727566,6.874858
-0.860752,1.348979,24.981983
6.480759,2.811228,-0.826003
1.066417,5.651730,-2.348506
1.667144,7.135209,7.714682
6.606583,2.461648,-3.389402
-2.089848,8.204059,4.897414
2.345754,-3.860402,5.117416
0.692974,5.665758,29.262991
3.040349,1.307080,8.407361
-2.830564,1.262935,16.937078
3.174483,3.563781,5.323562
3.707260,-1.261167,23.639562
-1.713317,-1.340036,7.430943
5.199675,4.289069,-3.321206
5.916824,7.804513,2.194234
-2.064303,6.394632,-5.956029
4.074472,-6.850533,12.189898
4.682566,-5.254219,-0.955181
-1.084073,4.931672,0.593240
0.512059,-3.602847,22.084781
0.974242,2.738218,4.338796
1.192227,1.250665,-10.667162
-1.254764,5.508101,3.068396
0.226133,5.262039,-2.781548
1.119644,5.888616,7.376512
3.983673,3.704436,8.006452
-0.908229,1.898136,3.240949
-4.716874,0.564177,14.086807
-2.018225,-4.635320,18.669970
0.258236,2.547496,9.837695
-0.604077,5.654852,-14.280720
1.664506,-3.931301,10.716992
1.725077,2.013542,-14.833346
3.141391,5.860595,7.347568
0.892870,-3.119655,15.862735
1.046723,7.790019,0.775822
-4.208469,5.346917,-2.113332
-2.083238,7.428331,16.527311
2.830028,3.726000,15.842109
-2.510783,15.501590,-0.256462
4.719467,-1.144070,5.087431
-0.192603,-1.110400,10.059133
-1.434917,7.423103,16.932940
-1.027668,5.161467,16.424118
-1.190210,-3.586373,27.342276
-3.153077,5.075082,-8.421339
2.221540,8.699384,-11.923070
-0.514833,-0.085273,-1.061204
2.662483,-4.413690,18.784961
1.176804,3.023576,14.116402
3.830425,-1.473220,-4.152808
-0.101519,-4.438240,4.125845
3.531405,1.545242,3.653037
0.111587,1.253247,3.643011
-2.309142,2.645411,9.445838
2.271275,2.881580,-7.891845
0.019017,-0.518498,5.071001
-0.079416,9.603970,4.668134
-0.887440,0.867099,-0.612549
2.808296,3.868733,9.155970
1.950459,4.788817,-13.232023
3.418091,11.212987,0.229391
0.313820,3.853571,4.355804
1.274576,10.441261,-10.141571
1.555833,5.297815,-10.584074
0.771916,7.305635,7.596464
3.173284,5.665866,2.940347
4.612206,-5.671221,5.262043
0.323366,-2.224403,12.057688
2.694286,1.820857,9.408189
0.801036,2.696401,-3.145011
2.543610,5.444460,-11.187840
1.079984,0.448832,20.428059
-0.619203,3.528695,2.231100
4.257868,8.085998,4.134102
7.056127,2.755481,7.692006
1.530360,3.196873,-2.212189
2.129557,-5.944853,19.920491
-2.948736,13.597378,5.544147
-2.438867,3.117651,-0.242337
-0.550239,0.924259,6.742605
-0.653230,3.099422,-10.693193
0.079541,-0.275304,1.178575
0.929628,-3.518748,4.796836
-0.937299,6.181879,12.917980
-0.891316,2.708993,2.369521
5.063740,0.877302,-5.689879
3.797977,11.649611,-9.056434
-2.137443,6.118263,-9.724935
0.355173,-0.123079,-2.957757
-3.465486,1.889563,15.501171
1.030512,10.554093,-8.378408
-0.481636,0.583778,-5.733339
1.191662,6.467322,-11.863490
3.138567,11.249339,-12.421559
-1.704846,-2.481290,11.989331
1.250076,2.866357,7.720189
0.260370,5.548299,-0.035781
2.183447,-6.026148,17.600324
1.828168,-0.772600,-2.438512
-1.399007,-2.215477,-10.005867
9.103305,7.396786,-1.466632
-0.319871,5.750919,0.894522
-1.130442,4.001202,-1.767518
-1.644256,8.751035,10.099982
1.893563,-0.477865,14.690382
0.755708,0.894527,1.903972
1.740079,-4.058176,19.975728
6.619869,4.413841,-9.466689
-2.724887,-0.799702,0.632759
-2.786203,-0.520700,4.613428
4.570496,3.326429,-8.196645
-1.769593,5.297631,6.182655
-4.011895,4.215301,-1.192719
0.601560,-4.394920,25.357049
0.997666,5.060817,11.248228
-0.412099,-5.602754,8.374038
0.013568,1.183333,3.890297
-0.049394,5.275370,-5.392585
0.374390,13.165981,-25.844430
2.489617,2.131102,-1.835618
1.776013,2.377323,4.284575
0.537513,4.252480,2.229687
-2.276581,14.142604,-3.050998
-1.071129,-4.375025,33.801816
-0.954685,10.132402,14.223938
-0.589720,1.689498,5.901668
1.087123,4.691214,-5.940662
1.180377,0.618809,-19.164236
-0.744364,-1.094751,9.243394
3.287277,0.006239,-17.619592
1.304165,6.973577,5.524154
2.345401,2.929046,-4.729722
1.911168,3.208379,7.362604
3.607897,4.637078,4.761046
-0.348800,3.961437,9.319440
-2.520899,-2.696564,30.540441
-2.616796,1.886449,5.783245
1.723075,8.409373,6.589829
5.090058,5.209887,12.578812
-1.571226,-0.000782,7.574780
-4.810415,12.702685,0.190838
0.301663,2.569212,-1.400407
1.143091,5.446384,-5.067917
1.908047,1.980494,-2.170716
2.924219,-5.916057,15.748494
-0.059574,-0.159343,1.675682
4.089037,5.648506,-10.491335
0.740189,-3.035101,-2.559432
2.537365,2.586084,-3.635948
5.122234,7.637134,-2.828772
-0.030647,3.344081,25.467410
-4.425207,3.840727,17.100770
-0.253181,-1.572607,2.556222
3.160409,5.397973,-4.959416
1.610862,-0.551123,11.552241
4.489353,6.474948,5.556307
0.167358,6.415369,13.672322
3.596333,-2.492562,11.380775
0.583419,-2.573133,-1.442277
4.345438,-1.248315,12.425355
3.030783,5.088960,17.553638
1.074571,-0.188453,-11.811989
1.506843,-2.304914,-3.360927
-1.856451,5.320474,4.506193
1.109233,3.974554,-7.681435
-1.182796,5.705164,-8.315459
-0.552380,2.560729,0.767471
2.063566,4.587820,0.436552
-2.592111,-3.479469,1.349031
-1.066218,2.324994,5.045712
5.819778,0.686392,16.669040
-2.438018,-1.296977,-5.218601
0.309862,14.911423,15.153542
-3.003560,0.606879,29.496918
-3.380414,3.809370,1.309270
3.814056,4.434448,10.479354
3.282711,0.796467,13.146460
1.754350,2.234915,9.137922
1.196463,9.921899,0.672318
0.206226,1.678414,4.921216
1.733026,0.756936,3.371994
-2.236255,12.237539,-3.807988
2.368528,4.345798,6.151807
-0.349860,9.558252,-9.097332
-0.152450,5.797029,4.594675
-0.547500,0.560596,4.339289
2.181325,7.008433,1.318368
3.443431,-6.968158,-9.091069
-0.426376,5.606189,7.585979
0.183854,8.657161,3.521130
2.734513,0.025659,9.018102
-3.625489,-7.270899,6.275119
-0.075221,5.323732,11.452325
2.353742,5.353784,3.698005
-0.332547,1.544849,13.373363
-3.035777,11.487502,-6.684459
5.873766,-5.899951,6.216372
1.491097,-1.723540,11.233771
-1.013378,-1.556619,17.917768
-1.405443,-4.333847,20.998449
0.686715,-4.001236,6.606166
-1.150694,0.321689,17.715344
0.274428,0.107919,10.079104
1.258987,0.683281,-3.260354
0.632055,6.624160,7.909623
0.928771,6.185216,-0.000743
0.939263,-0.001147,-8.520718
0.359344,1.504695,28.237982
-1.279569,1.669809,2.524606
2.039795,-7.125480,11.074999
0.157787,-5.519356,8.468568
1.653186,0.550398,-3.080943
1.708603,6.416447,-17.688123
0.215989,0.196787,-0.750217
-0.834026,1.541971,11.732581
0.269513,1.624286,9.746686
-0.554257,3.267162,-2.295395
-0.463820,3.437341,-2.191940
-0.840658,8.199763,-3.365406
0.260541,8.532763,15.657294
0.875866,3.780018,-1.458625
-0.392127,-1.051177,5.961009
-1.139808,3.402777,10.828460
-1.841187,8.624178,-2.904926
0.653089,1.599482,2.582435
-1.364676,9.370306,6.840331
7.036790,2.710295,-12.933278
1.531184,-9.015963,9.486842
0.849120,-3.465435,7.706209
-5.353754,6.390259,-4.156269
-0.941860,3.754108,12.689411
-3.689604,-6.654352,8.840652
-4.070367,-0.360559,23.461748
2.262307,3.673443,-10.562214
1.392829,3.957259,20.121280
-0.727545,6.102621,-9.650740
-0.692983,-0.878185,0.970348
-2.938147,3.442807,1.389411
-3.387527,-5.150139,0.962079
2.090630,7.407850,18.682508
-1.307389,9.674076,-8.514902
3.387011,5.645448,19.913382
2.497864,-4.435296,2.562726
-1.127345,9.187420,9.154083
-4.264798,13.623953,6.027339
1.618080,12.798865,-5.728062
4.056404,6.674784,-16.381647
-2.117715,-0.863540,2.997454
-2.467688,0.613502,15.194822
-0.668496,-0.878671,17.546000
0.295413,0.635048,7.429980
2.519256,0.778164,8.666627
1.913407,-2.924380,18.992534
1.073433,3.267246,11.693052
-1.998588,-0.925508,7.854532
3.133657,-2.327113,-2.159197
0.375766,-3.319712,-2.718539
0.557245,8.919895,3.150093
1.001744,13.849053,-9.228995
3.634017,2.151144,1.936872
1.351818,11.676952,12.015529
-1.497612,5.235223,16.652790
2.022354,6.015107,-3.983684
-1.450196,11.943584,12.487016
1.355387,-2.048094,6.911408
0.696238,4.745160,7.178775
-0.773653,9.796817,11.820423
1.790676,-4.992589,-1.483130
-0.518477,0.076168,13.270418
-0.436354,-0.433979,0.255497
-0.429505,-0.634600,-0.293740
1.560511,-0.253179,5.584009
0.855673,-2.231889,22.063700
3.537567,4.992970,11.892333
2.023457,3.370322,-13.753723
2.960647,-1.975316,-1.862551
3.030069,-1.930583,14.559097
4.307179,2.085162,2.111360
5.586464,0.868166,4.574704
-1.784015,0.893039,11.217114
1.416558,3.440368,1.098563
6.780173,3.473853,-4.745512
2.150223,6.045735,11.146058
0.947464,2.332350,6.960395
-0.679620,11.460500,-4.277486
5.190435,1.142570,2.741624
2.091894,1.459969,0.361543
-2.102939,1.173217,10.074645
0.846942,-3.174768,13.910452
2.722108,2.842871,3.546524
-1.149929,10.900333,11.918150
-0.155157,4.153468,-5.091092
-1.613657,7.225530,-9.743023
-0.408221,1.568923,3.595163
-1.038708,0.807546,2.095083
5.196681,5.699553,-0.148412
1.536921,14.719918,11.600007
1.195075,1.180466,20.962803
6.259684,6.559656,-1.397405
-0.169189,0.835437,7.977769
1.813713,-2.988074,-13.018037
2.184885,7.308443,-4.897591
2.985692,-7.064515,-3.038502
-1.272893,6.220668,-10.040225
-0.872319,1.468037,-16.331762
0.673471,2.080711,-0.050202
-0.367600,4.245302,28.696691
0.870531,3.236739,12.442383
1.199342,5.604922,-17.476671
3.487869,6.663029,7.071069
-1.237931,-4.388012,-5.640046
0.968977,6.378584,9.043336
0.682981,0.167388,-17.059416
3.896201,0.567992,12.110406
-2.945034,-1.189362,4.240048
-0.381800,1.487345,-5.670356
0.627246,-1.018213,2.830460
4.356968,4.189926,-8.809362
-0.422686,7.108834,0.438676
0.405194,3.212269,3.133356
4.876243,4.668483,-5.491121
0.577559,0.713623,-10.366078
-3.043095,1.929022,5.155026
-3.945925,4.408620,-3.799935
0.102495,12.021923,6.541628
1.546844,3.058192,-0.762681
0.304651,2.176189,-3.404132
0.418680,6.258548,7.960331
2.163323,8.292739,-17.070522
2.065548,-6.693039,30.213632
3.446644,-0.337031,14.091807
1.158177,6.794385,-1.492457
-0.934098,3.875054,-3.595776
2.321547,0.752874,0.449553
2.524668,10.843389,-13.229725
1.013183,6.429847,-2.723047
0.302413,5.567513,3.673358
-3.020791,4.031440,-2.909370
6.448987,1.822398,6.928832
-1.335181,4.290991,11.146155
2.349199,6.561443,-9.148764
0.338739,9.294158,1.442512
0.489389,-0.071863,4.333031
-0.142685,-0.845338,-0.494058
1.721108,3.680958,-10.739761
-3.694173,8.313368,-22.162759
1.159734,-1.702536,14.577774
2.440302,0.146004,7.860226
5.481604,5.939502,-5.032375
0.331427,-3.408320,6.040477
1.612951,-6.021733,0.527125
-3.193951,11.444394,-9.700523
-1.975232,3.485616,0.258955
7.108827,0.474343,8.225790
-0.756602,0.359400,8.755296
2.594570,6.770826,-4.301480
1.320028,-3.032549,11.845465
-2.584495,8.882063,7.876260
5.285576,1.420558,-10.362364
1.852848,2.545422,-10.952896
1.831964,1.353760,1.434330
5.256425,2.661245,-3.634897
0.525180,-1.230061,-0.701931
0.380957,1.218216,-1.263530
1.960510,1.948709,-4.618853
0.685674,0.513850,-5.959419
1.193712,5.366742,-1.141870
0.794726,0.243504,10.764788
4.308656,-7.397058,5.042526
-3.195063,3.546727,5.623566
0.945862,7.670005,6.648527
1.393465,-0.896626,10.209540
-1.985245,9.261642,3.299943
0.202240,3.921352,28.678644
-0.691047,-5.294264,3.160847
0.470477,2.017716,8.481850
-0.475716,-0.141886,25.913485
-0.108497,1.987482,10.087502
3.651994,7.833726,3.716718
0.663753,-4.828093,9.014272
2.216660,-0.700002,-6.318914
3.877972,3.130847,26.621945
-0.835594,3.479419,0.243473
0.711828,7.275784,6.184418
1.158701,-6.469864,7.651061
1.370173,8.783388,-0.289694
2.654888,9.644618,-0.814727
4.405706,-3.342862,9.005572
3.962255,3.777456,8.809218
1.196587,-2.846829,19.259879
3.472451,14.316253,4.617831
5.624896,3.001916,9.643303
2.918945,2.945956,4.891358
1.033810,-1.538756,16.466969
-1.993475,0.414859,15.458416
-0.043223,1.936395,-7.091818
4.231535,-0.117125,-7.265980
4.162151,5.932889,-0.730488
-2.192861,6.351453,4.281554
-1.977299,5.781485,6.532843
0.433504,9.348509,-9.580779
2.381711,0.087516,17.835940
-0.254956,1.120328,17.507546
0.088459,3.128145,0.327764
4.624558,0.113774,12.704064
-2.018471,7.846371,-8.878323
1.244888,8.813414,7.876350
2.757920,10.455181,-20.195109
4.796427,0.153768,8.299269
0.095970,-2.599241,7.116756
1.443580,-0.541322,10.277755
0.728943,5.257489,-8.919936
1.285249,1.675667,25.448705
5.798096,8.259494,-20.718169
-0.197829,5.740498,0.486577
0.973291,-0.101827,-2.850604
4.966360,-8.260962,8.123535
3.088747,-1.316688,-3.200345
-1.746278,0.458008,10.826874
-2.433733,2.782319,0.826291
3.430347,-3.898684,18.214781
-0.531228,3.472015,-10.071997
2.859761,-4.057150,14.193102
-0.778538,5.545136,21.307607
6.133136,3.649253,-10.484087
-5.097140,6.457133,0.519465
-1.300782,0.689880,12.396279
-1.218261,2.399786,17.515993
1.112410,-2.101486,-3.832841
1.132510,3.238419,-13.262554
1.141265,-3.036842,16.964611
0.778568,1.193343,0.490436
0.303585,5.980518,-1.704710
-0.178202,5.772503,-8.725721
-0.178467,8.289163,2.333939
3.780965,13.715390,-0.181919
0.900486,0.001247,16.172491
3.432665,0.455483,4.334700
-0.773624,5.863058,4.779408
2.323285,6.242180,30.371708
-0.676500,-1.829399,1.915497
-2.483670,-0.490130,-4.107752
-0.252425,5.393460,-0.320344
0.542961,-3.736859,14.526314
0.397671,1.742028,-4.707766
4.806376,-0.002298,-14.093344
-1.235854,8.368505,-6.828084
0.437451,6.910494,1.560746
2.286264,2.864432,5.833139
-0.534071,4.197720,3.398464
2.930781,1.804137,-7.432283
2.496499,-5.722489,0.993858
3.066401,4.509541,9.546894
-0.839773,8.284196,0.011874
-0.128626,7.075782,-0.459982
0.456157,5.394778,27.656311
-1.568852,-4.916366,10.202194
-1.949915,9.665453,-8.906254
-2.044422,6.601373,17.905657
3.603663,11.234543,-5.467088
-0.137115,4.760285,-0.733073
2.635686,-1.930877,-14.829925
5.387099,6.383940,-22.887555
1.175419,7.208709,16.006296
5.900179,-2.210855,7.436798
2.885575,0.698133,4.513240
0.870704,0.201328,7.288558
-5.275739,5.104350,11.656461
-0.579075,8.778022,5.338935
0.055270,4.660957,-4.103133
1.326532,1.621200,0.528201
0.074048,4.822242,11.068150
3.217115,-0.027302,-4.851675
-3.663713,7.547952,-1.444805
4.238068,2.169621,-6.612284
-4.151117,16.574662,0.474623
-0.767162,4.726571,0.572453
-3.734274,9.593327,0.110446
1.090969,1.387552,19.729330
-2.359110,10.818112,1.322384
-0.434779,2.219217,-7.898226
1.352448,4.234683,8.840991
0.755838,5.799780,11.992983
-2.212942,2.777704,-1.227156
-0.917983,5.341138,4.023847
0.085864,-0.114615,11.129037
1.689618,-2.427805,0.863724
0.180791,2.354030,-5.717513
1.299829,0.617570,11.969378
6.746776,-1.641114,29.141072
-0.905842,0.981177,17.818997
0.289646,2.285034,7.891884
-0.843724,0.523757,6.596959
-2.443054,3.970711,5.486035
4.672190,10.344245,-2.423161
1.342254,1.936962,-9.603966
0.462580,3.522474,-10.504690
-2.528649,3.178754,2.473729
0.390545,2.129460,2.566248
1.292612,1.236962,4.894513
-4.135694,3.068493,10.356715
-4.916087,-1.929219,15.201478
-0.522583,-4.921554,14.192427
-1.775056,8.927209,11.955875
-3.793371,6.892311,3.980027
3.212265,-1.666611,-9.877553
-0.133595,8.880692,-6.512369
0.591471,4.537321,10.055590
5.084698,4.121389,5.540974
0.041930,-1.696488,8.408401
-0.893197,0.814899,-0.433148
-3.581905,-6.419155,-5.732966
3.711719,-0.951327,13.589835
1.213851,3.631127,3.159466
-0.304608,3.923030,3.201082
0.772444,4.400132,-12.274358
-0.873038,2.825088,6.917135
4.760967,-0.051797,-1.514918
1.318532,6.529545,10.482154
-3.321197,11.862691,11.875683
3.074494,3.424622,-9.205296
0.362533,-0.138924,-5.680661
2.374853,7.058292,3.766101
3.323761,1.324522,-3.250491
-1.969048,4.298342,-2.978596
-0.928877,1.766172,-6.615864
-0.640976,2.781014,12.842650
2.162623,-2.390984,3.131665
2.421007,0.941356,4.185949
7.208496,12.750333,-4.473349
-0.951898,3.433834,14.886979
3.243574,2.820015,-11.940061
-2.593974,2.666190,0.559217
-1.882951,-0.963886,-3.351695
-0.998077,2.495804,9.544365
1.613375,-0.092780,1.839184
-0.252874,4.707527,2.772567
-4.367922,11.801949,0.181296
6.941453,11.547410,-3.341951
-0.111523,-0.144723,13.075304
1.245305,8.515938,5.511467
0.964659,-0.979276,5.355851
-0.360265,4.794573,-5.439779
0.517262,-5.959636,12.407146
-0.749319,-2.809875,11.216752
0.474568,5.946248,-1.126393
-0.513328,7.652267,15.087810
-1.717626,3.636067,-3.785119
0.143713,3.945751,9.501512
5.321182,9.468919,8.948028
0.590298,2.182815,9.415745
-1.229396,10.727476,-8.582430
1.034764,-1.513990,-1.102266
1.333484,4.408112,-5.912674
-5.676463,-0.362520,0.742324
0.389782,-1.114733,-12.972190
4.185344,0.395459,-16.727105
-0.287998,-4.291088,15.876915
0.831130,-8.671477,23.997171
0.044602,1.981016,9.744003
4.566677,-3.453358,2.407399
4.481210,8.786289,-17.102845
3.168504,6.535651,-2.773386
-3.323779,-1.123276,14.865270
-1.087386,5.443267,9.492178
3.192115,0.276470,24.097719
0.222228,6.196718,0.143022
-1.228015,11.430889,20.545270
5.300215,-3.911393,-4.627923
-3.384116,-0.265292,2.437988
-2.271903,4.919953,10.677001
2.295216,-3.756435,1.465943
0.716414,-0.189384,11.744403
-0.083406,8.909166,-4.933186
2.922573,-5.429693,11.444492
4.354101,2.406881,13.871821
-1.306771,2.741844,14.149901
0.689889,2.501294,18.126203
-0.028018,-4.856901,8.885058
0.349807,0.650047,12.960684
0.715472,-0.175804,-11.444320
-2.248897,12.502414,1.899473
0.701124,3.723847,23.469559
0.540491,4.281635,-5.775620
0.010559,8.079897,20.413127
3.821557,1.891022,-4.693063
-0.085643,8.960845,14.871227
4.150162,7.249771,8.809824
3.854795,4.659307,-1.459737
0.674802,4.855605,-0.345060
-2.361587,4.362549,3.861151
0.621042,-5.176238,-1.494096
1.014971,0.977946,-5.471003
3.325593,0.180533,9.874640
1.302805,2.371735,8.415817
1.697394,7.091674,13.264774
2.661143,-0.844182,2.269954
-0.047638,3.094094,27.772374
-4.010136,-8.261493,7.633764
2.063968,-0.159533,13.686748
5.673604,0.458953,-4.735936
2.780255,3.801021,-7.579969
-1.429297,-1.028641,4.039848
1.594269,3.148896,2.339301
0.813272,5.975869,6.380523
-3.023485,6.231436,-0.296998
0.025344,-1.162074,2.699188
-1.814725,-1.603894,18.088979
-2.190721,-4.953206,1.716426
-0.234205,-2.614148,13.328623
1.348275,7.174881,-10.089114
2.061229,4.241285,-4.428984
4.334904,1.712875,4.625747
2.022099,-0.653473,11.830677
5.771181,0.991062,1.759820
2.001601,2.897241,9.365761
3.172414,5.189627,0.835206
0.407021,1.421890,7.761903
-1.113646,6.563882,3.920781
-1.839992,3.136192,6.463622
0.370967,-1.549702,-2.882875
-2.501492,0.493807,4.663066
0.560409,3.736084,17.876361
-2.260803,8.205275,-1.943231
-2.438515,4.629970,12.195444
1.418012,-3.934775,-8.684514
-1.299511,-2.351766,6.507556
0.966732,2.388353,15.481408
-1.449976,-1.812443,6.441456
3.591049,0.511293,13.127903
1.021296,5.028549,12.264602
-0.218164,5.175646,5.672572
2.001676,6.853269,8.460023
-1.788283,5.707071,-4.415076
6.455207,-6.046749,9.841409
0.131462,-7.423986,27.870432
1.130139,7.426708,-10.054551
-0.444619,0.437073,4.562566
2.810081,3.166490,2.218046
-0.806324,3.952050,17.293760
-2.452120,5.074486,-4.977010
2.474060,7.990541,8.100831
5.449262,4.067052,2.423614
1.195869,9.657756,-5.056443
1.812352,5.334957,2.197106
-0.496884,1.003619,6.428530
2.230721,-0.382271,5.592555
0.297838,6.903549,-3.827509
4.200037,10.132511,-6.899855
2.668534,4.487764,-1.708786
1.684437,-1.259095,2.539947
1.800270,5.001083,-9.199048
1.917779,8.578703,6.036923
-1.910210,1.404543,6.091004
-2.270474,6.379213,13.976301
3.755335,6.931805,-4.371648
2.815212,11.951699,-9.182350
0.478790,6.016012,12.204629
1.480940,4.951758,-2.870057
2.020024,8.336045,-10.563695
5.311752,8.142711,-8.819665
2.760918,-5.303522,-8.021655
1.717297,1.197441,4.944980
1.284985,-1.312093,5.441428
4.173926,3.706158,15.931529
2.010566,7.907565,3.852309
-2.707890,6.332231,9.256011
3.049880,0.996721,11.530588
2.817986,-1.255900,7.116113
-0.963975,-3.291847,31.149513
-2.538228,4.519460,-3.617904
0.751736,2.462421,13.824419
5.006963,4.867636,7.073317
4.171906,-0.320327,9.063731
3.131343,5.509360,0.474884
1.581518,4.219301,13.179610
-0.447802,8.388688,7.567048
1.640329,1.645388,16.366760
6.293365,-1.320318,11.201023
2.041021,1.162565,21.374639
-0.501015,3.147721,10.636985
1.598723,-1.234869,-2.980694
-0.632261,3.249235,-1.151470
0.483356,3.882545,4.778794
-0.049518,10.640405,10.517297
0.713870,-2.171909,2.708848
-3.842697,8.301348,-0.027740
0.530821,0.011056,-3.486021
3.344774,7.596172,7.755961
0.058572,1.057412,4.717254
-4.012939,6.834989,-9.463990
-0.205369,4.361748,-2.314566
2.012750,1.988408,6.151573
3.438391,-6.875108,25.477087
-1.783898,7.504133,11.123036
2.921901,-1.239326,10.803378
3.426079,2.373363,15.268703
3.026215,3.133365,9.116607
0.187225,3.193483,-3.378479
-1.399727,3.523290,14.317791
2.279906,-1.655810,-7.045882
6.953094,2.072094,-16.315305
5.055862,3.272675,12.449348
3.748213,-1.207247,17.234945
-1.223276,7.838072,-5.600258
3.997700,5.324170,-4.116786
2.452210,-3.112563,0.787899
0.151159,-2.351377,12.119943
0.921906,1.916491,-2.102373
2.662547,2.177931,-1.509217
0.101003,2.241034,6.078929
1.158362,-2.733524,12.702747
4.050729,11.252929,13.277595
-0.783906,-0.143146,4.616668
-1.607428,-1.849388,0.962873
0.752037,-3.028018,0.126959
3.203226,0.760666,-1.071564
-0.475103,3.576949,19.235189
3.205534,-3.930244,21.520412
0.104017,5.640977,8.157800
1.703119,2.879578,8.683950
2.224149,5.739079,5.459779
1.158831,-1.850308,25.900428
-2.539050,-1.847507,6.131607
4.547468,-0.966068,8.353777
3.611385,0.662064,4.495814
-4.549472,0.061396,6.998601
-0.300245,11.801731,24.953182
2.182486,3.619039,5.369766
-0.780805,-1.738612,7.890059
0.355651,1.711227,7.036137
0.753488,-2.177867,13.276860
0.393630,0.274255,5.566174
0.469655,5.797584,17.479804
0.985784,3.205934,13.381063
0.625487,-2.358879,31.565114
4.374178,7.202617,6.802904
-0.036092,2.024230,7.088299
1.603767,-3.199097,2.632299
0.851704,4.026145,1.203041
1.041290,5.176253,-6.294773
-0.012196,-0.895036,-7.067485
-0.045485,1.186458,23.231116
-2.723950,6.894234,6.084853
-0.727597,-2.114108,18.739308
0.235898,2.073720,7.490339
6.556869,-1.257678,12.992199
-1.875748,7.818458,16.995013
1.335341,3.976226,-0.339618
-1.197067,6.543264,-1.876029
-0.436008,6.743086,-2.275829
3.890950,10.659628,3.027776
1.833125,4.311831,-1.241531
-0.038179,2.348033,15.880371
3.079611,7.221901,4.690564
-2.560638,1.884275,-0.742068
-0.605616,-7.121020,15.566421
-1.921321,-2.112771,-1.854225
2.754605,-2.253330,12.796203
-0.213213,-6.000733,13.042177
-0.195017,5.850096,1.472005
0.348571,8.784037,4.978292
0.156818,1.647805,2.243902
5.151226,-2.354285,2.525129
0.215069,6.387356,4.032831
3.051705,-1.673553,15.805709
2.462247,11.725732,13.191419
4.023108,3.048517,-5.353972
1.314129,4.536416,11.778321
-1.426679,2.725248,6.883487
-2.720980,3.749687,4.053905
1.483246,6.542589,5.862207
0.410228,2.404994,7.028079
0.780678,13.417637,2.457878
2.390765,-3.528575,3.080908
1.229848,1.910897,4.713159
-0.032106,4.990301,-1.859108
0.722532,-5.146378,-0.216506
2.764577,1.040701,-11.087025
3.553453,0.556156,4.206876
3.165808,3.601038,18.836275
-0.669257,-3.065395,7.650413
2.414539,3.037495,4.586310
1.065487,5.953956,1.146429
0.129731,0.762445,9.762210
2.184834,5.882018,-2.721514
-3.255586,0.334851,6.126882
-0.417484,0.200228,-8.581063
1.495774,1.094069,4.067099
6.055439,5.433348,-1.774404
7.978369,-5.110817,8.827848
2.920242,11.870600,21.158440
3.112554,-8.082731,-4.989082
1.076460,6.680565,-5.895551
1.104054,1.575516,-7.865494
-1.394186,-2.346314,13.073281
4.167513,-2.833236,15.378271
2.318126,-4.925284,3.290094
-0.839381,10.265805,16.228807
