0.000000,88.116152,0.190663,0.936131,2.702944,-1.756944
-0.050000,88.116152,0.196796,0.936131,2.702944,-1.849505
0.050000,88.116152,0.184629,0.936131,2.702944,-1.664383
-0.100000,88.116152,0.203028,0.936131,2.702944,-1.942067
0.100000,88.116152,0.178693,0.936131,2.702944,-1.571822
-0.150000,88.116152,0.209358,0.936131,2.702944,-2.034628
0.150000,88.116152,0.172856,0.936131,2.702944,-1.479260
-0.200000,88.116152,0.215787,0.936131,2.702944,-2.127189
0.200000,88.116152,0.167118,0.936131,2.702944,-1.386699
-0.250000,88.116152,0.222314,0.936131,2.702944,-2.219750
0.250000,88.116152,0.161479,0.936131,2.702944,-1.294138
-0.300000,88.116152,0.228939,0.936131,2.702944,-2.312312
0.300000,88.116152,0.155939,0.936131,2.702944,-1.201577
-0.350000,88.116152,0.235663,0.936131,2.702944,-2.404873
0.350000,88.116152,0.150498,0.936131,2.702944,-1.109015
-0.400000,88.116152,0.242484,0.936131,2.702944,-2.497434
0.400000,88.116152,0.145155,0.936131,2.702944,-1.016454
-0.450000,88.116152,0.249404,0.936131,2.702944,-2.589996
0.450000,88.116152,0.139911,0.936131,2.702944,-0.923893
-0.500000,88.116152,0.256422,0.936131,2.702944,-2.682557
0.500000,88.116152,0.134767,0.936131,2.702944,-0.831331
-0.550000,88.116152,0.263537,0.936131,2.702944,-2.775118
0.550000,88.116152,0.129721,0.936131,2.702944,-0.738770
-0.600000,88.116152,0.270750,0.936131,2.702944,-2.867679
0.600000,88.116152,0.124774,0.936131,2.702944,-0.646209
-0.650000,88.116152,0.278060,0.936131,2.702944,-2.960241
0.650000,88.116152,0.119951,0.854108,2.702944,-0.528246
-0.700000,88.116152,0.285468,0.936131,2.702944,-3.052802
0.700000,88.116152,0.115192,0.854108,2.702944,-0.435685
-0.750000,88.116152,0.292973,0.936131,2.702944,-3.145363
0.750000,88.116152,0.110531,0.854108,2.702944,-0.343123
-0.800000,88.116152,0.300574,0.936131,2.702944,-3.237924
0.800000,88.116152,0.105969,0.854108,2.702944,-0.250562
-0.850000,88.116152,0.308273,0.936131,2.702944,-3.330486
0.850000,88.116152,0.101506,0.854108,2.702944,-0.158001
-0.900000,88.116152,0.316068,0.936131,2.702944,-3.423047
0.900000,88.116152,0.097141,0.854108,2.702944,-0.065440
-0.950000,88.116152,0.323960,0.936131,2.702944,-3.515608
0.950000,88.116152,0.092875,0.854108,2.702944,0.027122
-10.000000,88.116152,2.906732,1.100177,3.648142,-20.833011
10.000000,88.116152,0.648551,0.772085,2.072812,17.148119
-10.050000,88.116152,2.924696,1.100177,3.648142,-20.925572
10.050000,88.116152,0.656785,0.772085,2.072812,17.240680
-1.000000,88.116152,0.331948,0.936131,2.702944,-3.608169
1.000000,88.116152,0.088707,0.854108,2.702944,0.119683
-10.100000,88.116152,2.942679,1.100177,3.648142,-21.018133
10.100000,88.116152,0.665054,0.772085,2.072812,17.333242
-10.150000,88.116152,2.960698,1.100177,3.805675,-21.196196
10.150000,88.116152,0.673359,0.772085,2.072812,17.425803
-10.200000,88.116152,2.978649,1.100177,3.805675,-21.288757
10.200000,88.116152,0.681699,0.772085,2.072812,17.518364
-10.250000,88.116152,2.996619,1.100177,3.805675,-21.381319
10.250000,88.116152,0.690073,0.772085,2.072812,17.610925
-10.300000,88.116152,3.014608,1.100177,3.805675,-21.473880
10.300000,88.116152,0.699220,0.772085,2.072812,17.703487
-10.350000,88.116152,3.032616,1.100177,3.805675,-21.566441
10.350000,88.116152,0.707678,0.772085,2.072812,17.796048
-10.400000,88.116152,3.050642,1.100177,3.805675,-21.659002
10.400000,88.116152,0.715559,0.772085,2.072812,17.888609
-10.450000,88.116152,3.068688,1.100177,3.805675,-21.751564
10.450000,88.116152,0.724695,0.772085,2.072812,17.981170
-10.500000,88.116152,3.086751,1.100177,3.805675,-21.844125
10.500000,88.116152,0.733253,0.772085,2.072812,18.073732
-10.550000,88.116152,3.104832,1.100177,3.805675,-21.936686
10.550000,88.116152,0.741843,0.772085,2.072812,18.166293
-1.050000,88.116152,0.340032,0.936131,2.702944,-3.700731
1.050000,88.116152,0.084638,0.854108,2.702944,0.212244
-10.600000,88.116152,3.122932,1.100177,3.805675,-22.029247
10.600000,88.116152,0.750465,0.772085,2.072812,18.258854
-10.650000,88.116152,3.141049,1.100177,3.805675,-22.121809
10.650000,88.116152,0.759119,0.772085,2.072812,18.351416
-10.700000,88.116152,3.159183,1.100177,3.805675,-22.214370
10.700000,88.116152,0.767805,0.772085,2.072812,18.443977
-10.750000,88.116152,3.177335,1.100177,3.805675,-22.306931
10.750000,88.116152,0.776522,0.772085,2.072812,18.536538
-10.800000,88.116152,3.195503,1.100177,3.805675,-22.399492
10.800000,88.116152,0.785270,0.772085,2.072812,18.629099
-10.850000,88.116152,3.213688,1.100177,3.805675,-22.492054
10.850000,88.116152,0.794048,0.772085,2.072812,18.721661
-10.900000,88.116152,3.231890,1.100177,3.805675,-22.584615
10.900000,88.116152,0.802858,0.772085,2.072812,18.814222
-10.950000,88.116152,3.250109,1.100177,3.805675,-22.677176
10.950000,88.116152,0.811697,0.772085,2.072812,18.906783
-11.000000,88.116152,3.268337,1.100177,3.963208,-22.855239
11.000000,88.116152,0.820566,0.772085,2.072812,18.999344
-11.050000,88.116152,3.286691,1.182200,3.963208,-22.973202
11.050000,88.116152,0.828824,0.772085,1.915279,19.177407
-1.100000,88.116152,0.348211,0.936131,2.702944,-3.793292
1.100000,88.116152,0.080667,0.854108,2.702944,0.304805
-11.100000,88.116152,3.304852,1.182200,3.963208,-23.065763
11.100000,88.116152,0.837705,0.772085,1.915279,19.269969
-11.150000,88.116152,3.323028,1.182200,3.963208,-23.158325
11.150000,88.116152,0.846616,0.772085,1.915279,19.362530
-11.200000,88.116152,3.341220,1.182200,3.963208,-23.250886
11.200000,88.116152,0.855558,0.772085,1.915279,19.455091
