14.500000,88.116152,1.523229,0.877543,2.590420,25.165040
14.600000,88.116152,-9.915545,-9.668270,-19.914299,40.830625
14.700000,88.116152,1.565749,0.877543,2.590420,25.535285
14.800000,88.116152,1.087929,-8.496513,-19.914299,40.837987
14.900000,88.116152,1.606942,0.877543,0.339948,27.126982
15.000000,88.116152,1.626943,0.877543,0.339948,27.312105
15.100000,88.116152,1.647022,0.877543,0.339948,27.497227
15.200000,88.116152,1.667278,0.877543,0.339948,27.682350
15.300000,88.116152,1.687400,0.877543,0.339948,27.867472
15.400000,88.116152,1.707587,0.877543,0.339948,28.052595
15.500000,88.116152,0.014369,-2.637728,-10.912412,35.433625
15.600000,88.116152,1.114306,0.877543,0.339948,28.422840
15.700000,88.116152,1.672426,0.877543,0.339948,28.607962
15.800000,88.116152,1.789168,0.877543,0.339948,28.793085
15.900000,88.116152,1.697225,0.877543,0.339948,28.978207
16.000000,88.116152,1.830163,0.877543,0.339948,29.163330
16.100000,88.116152,1.850763,0.877543,0.339948,29.348452
16.200000,88.116152,1.871621,0.877543,0.339948,29.533575
16.300000,88.116152,1.892313,0.877543,0.339948,29.718697
16.400000,88.116152,1.913052,0.877543,0.339948,29.903820
16.500000,88.116152,1.933835,0.877543,0.339948,30.088942
16.600000,88.116152,1.954662,0.877543,0.339948,30.274065
16.700000,88.116152,1.975532,0.877543,0.339948,30.459188
16.800000,88.116152,1.996445,0.877543,0.339948,30.644310
16.900000,88.116152,2.017400,0.877543,0.339948,30.829433
17.000000,88.116152,2.037495,0.877543,0.339948,31.014555
17.100000,88.116152,2.059433,0.877543,0.339948,31.199678
17.200000,88.116152,2.080509,0.877543,0.339948,31.384800
17.300000,88.116152,2.101625,0.877543,0.339948,31.569923
17.400000,88.116152,2.122778,0.877543,0.339948,31.755045
17.500000,88.116152,2.143970,0.877543,0.339948,31.940168
17.600000,88.116152,2.165198,0.877543,0.339948,32.125290
17.700000,88.116152,2.186462,0.877543,0.339948,32.310413
17.800000,88.116152,2.206973,0.877543,0.339948,32.495535
17.900000,88.116152,2.229098,0.877543,0.339948,32.680658
18.000000,88.116152,2.250467,0.877543,0.339948,32.865780
18.100000,88.116152,2.271870,0.877543,0.339948,33.050903
18.200000,88.116152,2.293307,0.877543,0.339948,33.236026
18.300000,88.116152,2.314776,0.877543,0.339948,33.421148
18.400000,88.116152,2.336277,0.877543,0.339948,33.606271
18.500000,88.116152,2.357809,0.877543,0.339948,33.791393
18.600000,88.116152,2.379372,0.877543,0.339948,33.976516
18.700000,88.116152,2.400965,0.877543,0.339948,34.161638
18.800000,88.116152,2.422588,0.877543,0.339948,34.346761
18.900000,88.116152,2.444240,0.877543,0.339948,34.531883
19.000000,88.116152,2.466286,0.877543,0.339948,34.717006
19.100000,88.116152,2.488002,0.877543,0.339948,34.902128
19.200000,88.116152,2.509745,0.877543,0.339948,35.087251
19.300000,88.116152,2.531518,0.877543,0.339948,35.272373
19.400000,88.116152,2.553316,0.877543,0.339948,35.457496
19.500000,88.116152,2.574176,0.877543,0.339948,35.642618
19.600000,88.116152,2.596019,0.877543,0.339948,35.827741
19.700000,88.116152,2.618864,0.877543,0.339948,36.012864
19.800000,88.116152,2.640763,0.877543,0.339948,36.197986
19.900000,88.116152,2.662686,0.877543,0.339948,36.383109
20.000000,88.116152,2.684632,0.877543,0.339948,36.568231
20.100000,88.116152,2.706601,0.877543,0.339948,36.753354
20.200000,88.116152,2.728593,0.877543,0.339948,36.938476
20.300000,88.116152,2.750607,0.877543,0.339948,37.123599
20.400000,88.116152,2.772643,0.877543,0.339948,37.308721
20.500000,88.116152,2.794700,0.877543,0.339948,37.493844
20.600000,88.116152,2.816777,0.877543,0.339948,37.678966
20.700000,88.116152,2.838875,0.877543,0.339948,37.864089
20.800000,88.116152,2.860992,0.877543,0.339948,38.049211
20.900000,88.116152,2.883129,0.877543,0.339948,38.234334
21.000000,88.116152,2.905285,0.877543,0.339948,38.419456
21.100000,88.116152,2.927459,0.877543,0.339948,38.604579
21.200000,88.116152,2.949651,0.877543,0.339948,38.789701
21.300000,88.116152,2.971860,0.877543,0.339948,38.974824
21.400000,88.116152,2.994087,0.877543,0.339948,39.159947
21.500000,88.116152,3.016331,0.877543,0.339948,39.345069
21.600000,88.116152,3.038591,0.877543,0.339948,39.530192
21.700000,88.116152,3.060866,0.877543,0.339948,39.715314
21.800000,88.116152,3.083158,0.877543,0.339948,39.900437
21.900000,88.116152,3.105464,0.877543,0.339948,40.085559
22.000000,88.116152,3.127786,0.877543,0.339948,40.270682
22.100000,88.116152,3.150121,0.877543,0.339948,40.455804
22.200000,88.116152,3.172471,0.877543,0.339948,40.640927
22.300000,88.116152,3.194835,0.877543,0.339948,40.826049
22.400000,88.116152,3.217211,0.877543,0.339948,41.011172
22.500000,88.116152,3.239601,0.877543,0.339948,41.196294
