experiment,run,event
22,396,12396654
22,396,26486541
22,396,38541706
22,396,38505908
22,396,13139828
22,396,74403346
22,396,38519830
22,397,1982627
22,397,2899099
22,398,1550616
22,398,2473599
22,398,2698879
22,398,31692337
22,398,42553625
22,398,38050205
22,398,38138671
22,398,21540778
22,398,47296543
22,398,35094902
22,398,400825
22,398,33132704
22,398,24680572
22,398,29774652
22,398,5439642
22,398,48032302
22,398,11189029
22,398,1365898
22,398,10583954
22,398,15667358
22,398,34764543
22,373,29538501
22,373,34474339
22,373,2944766
22,398,11887680
22,398,6854895
22,398,18140973
22,398,25749513
22,398,44780929
22,401,4814326
22,401,9629195
22,401,1102173
22,401,4188467
22,401,3365712
22,401,10700462
22,402,25455265
22,402,52455309
22,402,40058648
22,402,38366508
22,402,19364297
22,402,26367080
22,402,57106222
22,402,39536664
22,402,55745395
22,402,61807633
22,402,54567480
22,402,13567302
22,402,50460074
22,402,16971159
22,373,31423786
22,373,42702937
22,373,53924376
22,373,22432463
22,402,31985213
22,402,38543845
22,402,12195813
22,402,55051641
22,402,13963606
22,403,29903726
22,403,30940456
22,403,29010667
22,403,31787060
22,403,27363075
22,403,12716585
22,403,12571669
22,403,35152460
22,403,29600842
22,403,32771574
22,403,20009598
22,403,15023664
22,404,8855388
22,404,6218347
22,404,8285040
22,406,40535591
22,406,24018209
22,406,52504162
22,406,70217685
22,406,67919278
22,406,8208119
22,406,70417154
22,406,43741523
22,406,43430222
22,406,58094194
22,406,238172
22,406,4142472
22,406,31425203
22,406,79149152
22,406,5712696
22,406,41856877
22,406,84348884
22,406,50766046
22,406,19862208
22,406,20342842
22,406,58010170
22,406,3914943
22,406,30537468
22,406,1473094
22,406,73312138
22,406,58870479
22,406,79082995
22,406,75214985
22,406,44684891
22,406,58767747
22,406,868570
22,406,1401780
22,406,30442344
22,407,19678398
22,407,3790626
22,408,487819
22,409,3628356
22,409,4405872
22,412,2551411
22,413,349445
22,413,23059902
22,413,24368093
22,413,39982261
22,413,30188159
22,413,34652650
22,413,9910462
22,413,4098896
22,373,54838577
22,373,5164304
22,373,9932314
22,373,23264511
22,373,24782271
22,414,9213361
22,414,2152212
22,414,11892923
22,415,13445014
22,415,3494228
22,415,10538826
22,415,11328856
22,415,6823520
22,415,3554261
22,415,15445982
22,415,7004174
22,416,962711
22,416,10493062
22,416,12071914
22,416,6051053
22,417,20773453
22,417,23384773
22,417,14980501
22,417,16830627
22,417,17488996
22,417,12951834
22,417,25424557
22,417,6441811
22,417,14996103
22,418,3218568
22,418,3753837
22,419,16379597
22,419,7107837
22,419,7057529
22,419,7198659
22,419,5294323
22,419,7364940
22,422,3785480
22,427,859977
22,429,13381270
22,373,48100784
22,373,45821213
22,373,56448947
22,429,17981382
22,429,25962843
22,429,20143103
22,429,5663864
22,429,6997364
22,429,9050495
22,429,19716764
22,429,21793336
22,429,12501186
22,429,12979891
22,431,9098343
